,clean,corrupted,group,plural
7984,The shows the chefs like,The show the chefs like,ML-obj_rel_no_comp_across_inanim_all,1
7985,The shows the chefs admire,The show the chefs admire,ML-obj_rel_no_comp_across_inanim_all,1
7986,The shows the chefs hate,The show the chefs hate,ML-obj_rel_no_comp_across_inanim_all,1
7987,The shows the chefs love,The show the chefs love,ML-obj_rel_no_comp_across_inanim_all,1
7988,The shows the architects like,The show the architects like,ML-obj_rel_no_comp_across_inanim_all,1
7989,The shows the architects admire,The show the architects admire,ML-obj_rel_no_comp_across_inanim_all,1
7990,The shows the architects hate,The show the architects hate,ML-obj_rel_no_comp_across_inanim_all,1
7991,The shows the architects love,The show the architects love,ML-obj_rel_no_comp_across_inanim_all,1
7992,The shows the skaters like,The show the skaters like,ML-obj_rel_no_comp_across_inanim_all,1
7993,The shows the skaters admire,The show the skaters admire,ML-obj_rel_no_comp_across_inanim_all,1
7994,The shows the skaters hate,The show the skaters hate,ML-obj_rel_no_comp_across_inanim_all,1
7995,The shows the skaters love,The show the skaters love,ML-obj_rel_no_comp_across_inanim_all,1
7996,The shows the dancers like,The show the dancers like,ML-obj_rel_no_comp_across_inanim_all,1
7997,The shows the dancers admire,The show the dancers admire,ML-obj_rel_no_comp_across_inanim_all,1
7998,The shows the dancers hate,The show the dancers hate,ML-obj_rel_no_comp_across_inanim_all,1
7999,The shows the dancers love,The show the dancers love,ML-obj_rel_no_comp_across_inanim_all,1
8000,The shows the ministers like,The show the ministers like,ML-obj_rel_no_comp_across_inanim_all,1
8001,The shows the ministers admire,The show the ministers admire,ML-obj_rel_no_comp_across_inanim_all,1
8002,The shows the ministers hate,The show the ministers hate,ML-obj_rel_no_comp_across_inanim_all,1
8003,The shows the ministers love,The show the ministers love,ML-obj_rel_no_comp_across_inanim_all,1
8004,The shows the taxi drivers like,The show the taxi drivers like,ML-obj_rel_no_comp_across_inanim_all,1
8005,The shows the taxi drivers admire,The show the taxi drivers admire,ML-obj_rel_no_comp_across_inanim_all,1
8006,The shows the taxi drivers hate,The show the taxi drivers hate,ML-obj_rel_no_comp_across_inanim_all,1
8007,The shows the taxi drivers love,The show the taxi drivers love,ML-obj_rel_no_comp_across_inanim_all,1
8008,The shows the assistants like,The show the assistants like,ML-obj_rel_no_comp_across_inanim_all,1
8009,The shows the assistants admire,The show the assistants admire,ML-obj_rel_no_comp_across_inanim_all,1
8010,The shows the assistants hate,The show the assistants hate,ML-obj_rel_no_comp_across_inanim_all,1
8011,The shows the assistants love,The show the assistants love,ML-obj_rel_no_comp_across_inanim_all,1
8012,The shows the executives like,The show the executives like,ML-obj_rel_no_comp_across_inanim_all,1
8013,The shows the executives admire,The show the executives admire,ML-obj_rel_no_comp_across_inanim_all,1
8014,The shows the executives hate,The show the executives hate,ML-obj_rel_no_comp_across_inanim_all,1
8015,The shows the executives love,The show the executives love,ML-obj_rel_no_comp_across_inanim_all,1
8016,The shows the parents like,The show the parents like,ML-obj_rel_no_comp_across_inanim_all,1
8017,The shows the parents admire,The show the parents admire,ML-obj_rel_no_comp_across_inanim_all,1
8018,The shows the parents hate,The show the parents hate,ML-obj_rel_no_comp_across_inanim_all,1
8019,The shows the parents love,The show the parents love,ML-obj_rel_no_comp_across_inanim_all,1
8020,The movies the guard likes,The movie the guard likes,ML-obj_rel_no_comp_across_inanim_all,1
8021,The movies the guard admires,The movie the guard admires,ML-obj_rel_no_comp_across_inanim_all,1
8022,The movies the guard hates,The movie the guard hates,ML-obj_rel_no_comp_across_inanim_all,1
8023,The movies the guard loves,The movie the guard loves,ML-obj_rel_no_comp_across_inanim_all,1
8024,The movies the chef likes,The movie the chef likes,ML-obj_rel_no_comp_across_inanim_all,1
8025,The movies the chef admires,The movie the chef admires,ML-obj_rel_no_comp_across_inanim_all,1
8026,The movies the chef hates,The movie the chef hates,ML-obj_rel_no_comp_across_inanim_all,1
8027,The movies the chef loves,The movie the chef loves,ML-obj_rel_no_comp_across_inanim_all,1
8028,The movies the architect likes,The movie the architect likes,ML-obj_rel_no_comp_across_inanim_all,1
8029,The movies the architect admires,The movie the architect admires,ML-obj_rel_no_comp_across_inanim_all,1
8030,The movies the architect hates,The movie the architect hates,ML-obj_rel_no_comp_across_inanim_all,1
8031,The movies the architect loves,The movie the architect loves,ML-obj_rel_no_comp_across_inanim_all,1
8032,The movies the skater likes,The movie the skater likes,ML-obj_rel_no_comp_across_inanim_all,1
8033,The movies the skater admires,The movie the skater admires,ML-obj_rel_no_comp_across_inanim_all,1
8034,The movies the skater hates,The movie the skater hates,ML-obj_rel_no_comp_across_inanim_all,1
8035,The movies the skater loves,The movie the skater loves,ML-obj_rel_no_comp_across_inanim_all,1
8036,The movies the dancer likes,The movie the dancer likes,ML-obj_rel_no_comp_across_inanim_all,1
8037,The movies the dancer admires,The movie the dancer admires,ML-obj_rel_no_comp_across_inanim_all,1
8038,The movies the dancer hates,The movie the dancer hates,ML-obj_rel_no_comp_across_inanim_all,1
8039,The movies the dancer loves,The movie the dancer loves,ML-obj_rel_no_comp_across_inanim_all,1
8040,The movies the minister likes,The movie the minister likes,ML-obj_rel_no_comp_across_inanim_all,1
8041,The movies the minister admires,The movie the minister admires,ML-obj_rel_no_comp_across_inanim_all,1
8042,The movies the minister hates,The movie the minister hates,ML-obj_rel_no_comp_across_inanim_all,1
8043,The movies the minister loves,The movie the minister loves,ML-obj_rel_no_comp_across_inanim_all,1
8044,The movies the taxi driver likes,The movie the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,1
8045,The movies the taxi driver admires,The movie the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,1
8046,The movies the taxi driver hates,The movie the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,1
8047,The movies the taxi driver loves,The movie the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,1
8048,The movies the assistant likes,The movie the assistant likes,ML-obj_rel_no_comp_across_inanim_all,1
8049,The movies the assistant admires,The movie the assistant admires,ML-obj_rel_no_comp_across_inanim_all,1
8050,The movies the assistant hates,The movie the assistant hates,ML-obj_rel_no_comp_across_inanim_all,1
8051,The movies the assistant loves,The movie the assistant loves,ML-obj_rel_no_comp_across_inanim_all,1
8052,The movies the executive likes,The movie the executive likes,ML-obj_rel_no_comp_across_inanim_all,1
8053,The movies the executive admires,The movie the executive admires,ML-obj_rel_no_comp_across_inanim_all,1
8054,The movies the executive hates,The movie the executive hates,ML-obj_rel_no_comp_across_inanim_all,1
8055,The movies the executive loves,The movie the executive loves,ML-obj_rel_no_comp_across_inanim_all,1
8056,The movies the parent likes,The movie the parent likes,ML-obj_rel_no_comp_across_inanim_all,1
8057,The movies the parent admires,The movie the parent admires,ML-obj_rel_no_comp_across_inanim_all,1
8058,The movies the parent hates,The movie the parent hates,ML-obj_rel_no_comp_across_inanim_all,1
8059,The movies the parent loves,The movie the parent loves,ML-obj_rel_no_comp_across_inanim_all,1
8060,The books the guard likes,The book the guard likes,ML-obj_rel_no_comp_across_inanim_all,1
8061,The books the guard admires,The book the guard admires,ML-obj_rel_no_comp_across_inanim_all,1
8062,The books the guard hates,The book the guard hates,ML-obj_rel_no_comp_across_inanim_all,1
8063,The books the guard loves,The book the guard loves,ML-obj_rel_no_comp_across_inanim_all,1
8064,The books the chef likes,The book the chef likes,ML-obj_rel_no_comp_across_inanim_all,1
8065,The books the chef admires,The book the chef admires,ML-obj_rel_no_comp_across_inanim_all,1
8066,The books the chef hates,The book the chef hates,ML-obj_rel_no_comp_across_inanim_all,1
8067,The books the chef loves,The book the chef loves,ML-obj_rel_no_comp_across_inanim_all,1
8068,The books the architect likes,The book the architect likes,ML-obj_rel_no_comp_across_inanim_all,1
8069,The books the architect admires,The book the architect admires,ML-obj_rel_no_comp_across_inanim_all,1
8070,The books the architect hates,The book the architect hates,ML-obj_rel_no_comp_across_inanim_all,1
8071,The books the architect loves,The book the architect loves,ML-obj_rel_no_comp_across_inanim_all,1
8072,The books the skater likes,The book the skater likes,ML-obj_rel_no_comp_across_inanim_all,1
8073,The books the skater admires,The book the skater admires,ML-obj_rel_no_comp_across_inanim_all,1
8074,The books the skater hates,The book the skater hates,ML-obj_rel_no_comp_across_inanim_all,1
8075,The books the skater loves,The book the skater loves,ML-obj_rel_no_comp_across_inanim_all,1
8076,The books the dancer likes,The book the dancer likes,ML-obj_rel_no_comp_across_inanim_all,1
8077,The books the dancer admires,The book the dancer admires,ML-obj_rel_no_comp_across_inanim_all,1
8078,The books the dancer hates,The book the dancer hates,ML-obj_rel_no_comp_across_inanim_all,1
8079,The books the dancer loves,The book the dancer loves,ML-obj_rel_no_comp_across_inanim_all,1
8080,The books the minister likes,The book the minister likes,ML-obj_rel_no_comp_across_inanim_all,1
8081,The books the minister admires,The book the minister admires,ML-obj_rel_no_comp_across_inanim_all,1
8082,The books the minister hates,The book the minister hates,ML-obj_rel_no_comp_across_inanim_all,1
8083,The books the minister loves,The book the minister loves,ML-obj_rel_no_comp_across_inanim_all,1
8084,The books the taxi driver likes,The book the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,1
8085,The books the taxi driver admires,The book the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,1
8086,The books the taxi driver hates,The book the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,1
8087,The books the taxi driver loves,The book the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,1
8088,The books the assistant likes,The book the assistant likes,ML-obj_rel_no_comp_across_inanim_all,1
8089,The books the assistant admires,The book the assistant admires,ML-obj_rel_no_comp_across_inanim_all,1
8090,The books the assistant hates,The book the assistant hates,ML-obj_rel_no_comp_across_inanim_all,1
8091,The books the assistant loves,The book the assistant loves,ML-obj_rel_no_comp_across_inanim_all,1
8092,The books the executive likes,The book the executive likes,ML-obj_rel_no_comp_across_inanim_all,1
8093,The books the executive admires,The book the executive admires,ML-obj_rel_no_comp_across_inanim_all,1
8094,The books the executive hates,The book the executive hates,ML-obj_rel_no_comp_across_inanim_all,1
8095,The books the executive loves,The book the executive loves,ML-obj_rel_no_comp_across_inanim_all,1
8096,The books the parent likes,The book the parent likes,ML-obj_rel_no_comp_across_inanim_all,1
8097,The books the parent admires,The book the parent admires,ML-obj_rel_no_comp_across_inanim_all,1
8098,The books the parent hates,The book the parent hates,ML-obj_rel_no_comp_across_inanim_all,1
8099,The books the parent loves,The book the parent loves,ML-obj_rel_no_comp_across_inanim_all,1
8100,The games the guard likes,The game the guard likes,ML-obj_rel_no_comp_across_inanim_all,1
8101,The games the guard admires,The game the guard admires,ML-obj_rel_no_comp_across_inanim_all,1
8102,The games the guard hates,The game the guard hates,ML-obj_rel_no_comp_across_inanim_all,1
8103,The games the guard loves,The game the guard loves,ML-obj_rel_no_comp_across_inanim_all,1
8104,The games the chef likes,The game the chef likes,ML-obj_rel_no_comp_across_inanim_all,1
8105,The games the chef admires,The game the chef admires,ML-obj_rel_no_comp_across_inanim_all,1
8106,The games the chef hates,The game the chef hates,ML-obj_rel_no_comp_across_inanim_all,1
8107,The games the chef loves,The game the chef loves,ML-obj_rel_no_comp_across_inanim_all,1
8108,The games the architect likes,The game the architect likes,ML-obj_rel_no_comp_across_inanim_all,1
8109,The games the architect admires,The game the architect admires,ML-obj_rel_no_comp_across_inanim_all,1
8110,The games the architect hates,The game the architect hates,ML-obj_rel_no_comp_across_inanim_all,1
8111,The games the architect loves,The game the architect loves,ML-obj_rel_no_comp_across_inanim_all,1
8112,The games the skater likes,The game the skater likes,ML-obj_rel_no_comp_across_inanim_all,1
8113,The games the skater admires,The game the skater admires,ML-obj_rel_no_comp_across_inanim_all,1
8114,The games the skater hates,The game the skater hates,ML-obj_rel_no_comp_across_inanim_all,1
8115,The games the skater loves,The game the skater loves,ML-obj_rel_no_comp_across_inanim_all,1
8116,The games the dancer likes,The game the dancer likes,ML-obj_rel_no_comp_across_inanim_all,1
8117,The games the dancer admires,The game the dancer admires,ML-obj_rel_no_comp_across_inanim_all,1
8118,The games the dancer hates,The game the dancer hates,ML-obj_rel_no_comp_across_inanim_all,1
8119,The games the dancer loves,The game the dancer loves,ML-obj_rel_no_comp_across_inanim_all,1
8120,The games the minister likes,The game the minister likes,ML-obj_rel_no_comp_across_inanim_all,1
8121,The games the minister admires,The game the minister admires,ML-obj_rel_no_comp_across_inanim_all,1
8122,The games the minister hates,The game the minister hates,ML-obj_rel_no_comp_across_inanim_all,1
8123,The games the minister loves,The game the minister loves,ML-obj_rel_no_comp_across_inanim_all,1
8124,The games the taxi driver likes,The game the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,1
8125,The games the taxi driver admires,The game the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,1
8126,The games the taxi driver hates,The game the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,1
8127,The games the taxi driver loves,The game the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,1
8128,The games the assistant likes,The game the assistant likes,ML-obj_rel_no_comp_across_inanim_all,1
8129,The games the assistant admires,The game the assistant admires,ML-obj_rel_no_comp_across_inanim_all,1
8130,The games the assistant hates,The game the assistant hates,ML-obj_rel_no_comp_across_inanim_all,1
8131,The games the assistant loves,The game the assistant loves,ML-obj_rel_no_comp_across_inanim_all,1
8132,The games the executive likes,The game the executive likes,ML-obj_rel_no_comp_across_inanim_all,1
8133,The games the executive admires,The game the executive admires,ML-obj_rel_no_comp_across_inanim_all,1
8134,The games the executive hates,The game the executive hates,ML-obj_rel_no_comp_across_inanim_all,1
8135,The games the executive loves,The game the executive loves,ML-obj_rel_no_comp_across_inanim_all,1
8136,The games the parent likes,The game the parent likes,ML-obj_rel_no_comp_across_inanim_all,1
8137,The games the parent admires,The game the parent admires,ML-obj_rel_no_comp_across_inanim_all,1
8138,The games the parent hates,The game the parent hates,ML-obj_rel_no_comp_across_inanim_all,1
8139,The games the parent loves,The game the parent loves,ML-obj_rel_no_comp_across_inanim_all,1
8140,The songs the guard likes,The song the guard likes,ML-obj_rel_no_comp_across_inanim_all,1
8141,The songs the guard admires,The song the guard admires,ML-obj_rel_no_comp_across_inanim_all,1
8142,The songs the guard hates,The song the guard hates,ML-obj_rel_no_comp_across_inanim_all,1
8143,The songs the guard loves,The song the guard loves,ML-obj_rel_no_comp_across_inanim_all,1
8144,The songs the chef likes,The song the chef likes,ML-obj_rel_no_comp_across_inanim_all,1
8145,The songs the chef admires,The song the chef admires,ML-obj_rel_no_comp_across_inanim_all,1
8146,The songs the chef hates,The song the chef hates,ML-obj_rel_no_comp_across_inanim_all,1
8147,The songs the chef loves,The song the chef loves,ML-obj_rel_no_comp_across_inanim_all,1
8148,The songs the architect likes,The song the architect likes,ML-obj_rel_no_comp_across_inanim_all,1
8149,The songs the architect admires,The song the architect admires,ML-obj_rel_no_comp_across_inanim_all,1
8150,The songs the architect hates,The song the architect hates,ML-obj_rel_no_comp_across_inanim_all,1
8151,The songs the architect loves,The song the architect loves,ML-obj_rel_no_comp_across_inanim_all,1
8152,The songs the skater likes,The song the skater likes,ML-obj_rel_no_comp_across_inanim_all,1
8153,The songs the skater admires,The song the skater admires,ML-obj_rel_no_comp_across_inanim_all,1
8154,The songs the skater hates,The song the skater hates,ML-obj_rel_no_comp_across_inanim_all,1
8155,The songs the skater loves,The song the skater loves,ML-obj_rel_no_comp_across_inanim_all,1
8156,The songs the dancer likes,The song the dancer likes,ML-obj_rel_no_comp_across_inanim_all,1
8157,The songs the dancer admires,The song the dancer admires,ML-obj_rel_no_comp_across_inanim_all,1
8158,The songs the dancer hates,The song the dancer hates,ML-obj_rel_no_comp_across_inanim_all,1
8159,The songs the dancer loves,The song the dancer loves,ML-obj_rel_no_comp_across_inanim_all,1
8160,The songs the minister likes,The song the minister likes,ML-obj_rel_no_comp_across_inanim_all,1
8161,The songs the minister admires,The song the minister admires,ML-obj_rel_no_comp_across_inanim_all,1
8162,The songs the minister hates,The song the minister hates,ML-obj_rel_no_comp_across_inanim_all,1
8163,The songs the minister loves,The song the minister loves,ML-obj_rel_no_comp_across_inanim_all,1
8164,The songs the taxi driver likes,The song the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,1
8165,The songs the taxi driver admires,The song the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,1
8166,The songs the taxi driver hates,The song the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,1
8167,The songs the taxi driver loves,The song the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,1
8168,The songs the assistant likes,The song the assistant likes,ML-obj_rel_no_comp_across_inanim_all,1
8169,The songs the assistant admires,The song the assistant admires,ML-obj_rel_no_comp_across_inanim_all,1
8170,The songs the assistant hates,The song the assistant hates,ML-obj_rel_no_comp_across_inanim_all,1
8171,The songs the assistant loves,The song the assistant loves,ML-obj_rel_no_comp_across_inanim_all,1
8172,The songs the executive likes,The song the executive likes,ML-obj_rel_no_comp_across_inanim_all,1
8173,The songs the executive admires,The song the executive admires,ML-obj_rel_no_comp_across_inanim_all,1
8174,The songs the executive hates,The song the executive hates,ML-obj_rel_no_comp_across_inanim_all,1
8175,The songs the executive loves,The song the executive loves,ML-obj_rel_no_comp_across_inanim_all,1
8176,The songs the parent likes,The song the parent likes,ML-obj_rel_no_comp_across_inanim_all,1
8177,The songs the parent admires,The song the parent admires,ML-obj_rel_no_comp_across_inanim_all,1
8178,The songs the parent hates,The song the parent hates,ML-obj_rel_no_comp_across_inanim_all,1
8179,The songs the parent loves,The song the parent loves,ML-obj_rel_no_comp_across_inanim_all,1
8180,The pictures the guard likes,The picture the guard likes,ML-obj_rel_no_comp_across_inanim_all,1
8181,The pictures the guard admires,The picture the guard admires,ML-obj_rel_no_comp_across_inanim_all,1
8182,The pictures the guard hates,The picture the guard hates,ML-obj_rel_no_comp_across_inanim_all,1
8183,The pictures the guard loves,The picture the guard loves,ML-obj_rel_no_comp_across_inanim_all,1
8184,The pictures the chef likes,The picture the chef likes,ML-obj_rel_no_comp_across_inanim_all,1
8185,The pictures the chef admires,The picture the chef admires,ML-obj_rel_no_comp_across_inanim_all,1
8186,The pictures the chef hates,The picture the chef hates,ML-obj_rel_no_comp_across_inanim_all,1
8187,The pictures the chef loves,The picture the chef loves,ML-obj_rel_no_comp_across_inanim_all,1
8188,The pictures the architect likes,The picture the architect likes,ML-obj_rel_no_comp_across_inanim_all,1
8189,The pictures the architect admires,The picture the architect admires,ML-obj_rel_no_comp_across_inanim_all,1
8190,The pictures the architect hates,The picture the architect hates,ML-obj_rel_no_comp_across_inanim_all,1
8191,The pictures the architect loves,The picture the architect loves,ML-obj_rel_no_comp_across_inanim_all,1
8192,The pictures the skater likes,The picture the skater likes,ML-obj_rel_no_comp_across_inanim_all,1
8193,The pictures the skater admires,The picture the skater admires,ML-obj_rel_no_comp_across_inanim_all,1
8194,The pictures the skater hates,The picture the skater hates,ML-obj_rel_no_comp_across_inanim_all,1
8195,The pictures the skater loves,The picture the skater loves,ML-obj_rel_no_comp_across_inanim_all,1
8196,The pictures the dancer likes,The picture the dancer likes,ML-obj_rel_no_comp_across_inanim_all,1
8197,The pictures the dancer admires,The picture the dancer admires,ML-obj_rel_no_comp_across_inanim_all,1
8198,The pictures the dancer hates,The picture the dancer hates,ML-obj_rel_no_comp_across_inanim_all,1
8199,The pictures the dancer loves,The picture the dancer loves,ML-obj_rel_no_comp_across_inanim_all,1
8200,The pictures the minister likes,The picture the minister likes,ML-obj_rel_no_comp_across_inanim_all,1
8201,The pictures the minister admires,The picture the minister admires,ML-obj_rel_no_comp_across_inanim_all,1
8202,The pictures the minister hates,The picture the minister hates,ML-obj_rel_no_comp_across_inanim_all,1
8203,The pictures the minister loves,The picture the minister loves,ML-obj_rel_no_comp_across_inanim_all,1
8204,The pictures the taxi driver likes,The picture the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,1
8205,The pictures the taxi driver admires,The picture the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,1
8206,The pictures the taxi driver hates,The picture the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,1
8207,The pictures the taxi driver loves,The picture the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,1
8208,The pictures the assistant likes,The picture the assistant likes,ML-obj_rel_no_comp_across_inanim_all,1
8209,The pictures the assistant admires,The picture the assistant admires,ML-obj_rel_no_comp_across_inanim_all,1
8210,The pictures the assistant hates,The picture the assistant hates,ML-obj_rel_no_comp_across_inanim_all,1
8211,The pictures the assistant loves,The picture the assistant loves,ML-obj_rel_no_comp_across_inanim_all,1
8212,The pictures the executive likes,The picture the executive likes,ML-obj_rel_no_comp_across_inanim_all,1
8213,The pictures the executive admires,The picture the executive admires,ML-obj_rel_no_comp_across_inanim_all,1
8214,The pictures the executive hates,The picture the executive hates,ML-obj_rel_no_comp_across_inanim_all,1
8215,The pictures the executive loves,The picture the executive loves,ML-obj_rel_no_comp_across_inanim_all,1
8216,The pictures the parent likes,The picture the parent likes,ML-obj_rel_no_comp_across_inanim_all,1
8217,The pictures the parent admires,The picture the parent admires,ML-obj_rel_no_comp_across_inanim_all,1
8218,The pictures the parent hates,The picture the parent hates,ML-obj_rel_no_comp_across_inanim_all,1
8219,The pictures the parent loves,The picture the parent loves,ML-obj_rel_no_comp_across_inanim_all,1
8220,The paintings the guard likes,The painting the guard likes,ML-obj_rel_no_comp_across_inanim_all,1
8221,The paintings the guard admires,The painting the guard admires,ML-obj_rel_no_comp_across_inanim_all,1
8222,The paintings the guard hates,The painting the guard hates,ML-obj_rel_no_comp_across_inanim_all,1
8223,The paintings the guard loves,The painting the guard loves,ML-obj_rel_no_comp_across_inanim_all,1
8224,The paintings the chef likes,The painting the chef likes,ML-obj_rel_no_comp_across_inanim_all,1
8225,The paintings the chef admires,The painting the chef admires,ML-obj_rel_no_comp_across_inanim_all,1
8226,The paintings the chef hates,The painting the chef hates,ML-obj_rel_no_comp_across_inanim_all,1
8227,The paintings the chef loves,The painting the chef loves,ML-obj_rel_no_comp_across_inanim_all,1
8228,The paintings the architect likes,The painting the architect likes,ML-obj_rel_no_comp_across_inanim_all,1
8229,The paintings the architect admires,The painting the architect admires,ML-obj_rel_no_comp_across_inanim_all,1
8230,The paintings the architect hates,The painting the architect hates,ML-obj_rel_no_comp_across_inanim_all,1
8231,The paintings the architect loves,The painting the architect loves,ML-obj_rel_no_comp_across_inanim_all,1
8232,The paintings the skater likes,The painting the skater likes,ML-obj_rel_no_comp_across_inanim_all,1
8233,The paintings the skater admires,The painting the skater admires,ML-obj_rel_no_comp_across_inanim_all,1
8234,The paintings the skater hates,The painting the skater hates,ML-obj_rel_no_comp_across_inanim_all,1
8235,The paintings the skater loves,The painting the skater loves,ML-obj_rel_no_comp_across_inanim_all,1
8236,The paintings the dancer likes,The painting the dancer likes,ML-obj_rel_no_comp_across_inanim_all,1
8237,The paintings the dancer admires,The painting the dancer admires,ML-obj_rel_no_comp_across_inanim_all,1
8238,The paintings the dancer hates,The painting the dancer hates,ML-obj_rel_no_comp_across_inanim_all,1
8239,The paintings the dancer loves,The painting the dancer loves,ML-obj_rel_no_comp_across_inanim_all,1
8240,The paintings the minister likes,The painting the minister likes,ML-obj_rel_no_comp_across_inanim_all,1
8241,The paintings the minister admires,The painting the minister admires,ML-obj_rel_no_comp_across_inanim_all,1
8242,The paintings the minister hates,The painting the minister hates,ML-obj_rel_no_comp_across_inanim_all,1
8243,The paintings the minister loves,The painting the minister loves,ML-obj_rel_no_comp_across_inanim_all,1
8244,The paintings the taxi driver likes,The painting the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,1
8245,The paintings the taxi driver admires,The painting the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,1
8246,The paintings the taxi driver hates,The painting the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,1
8247,The paintings the taxi driver loves,The painting the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,1
8248,The paintings the assistant likes,The painting the assistant likes,ML-obj_rel_no_comp_across_inanim_all,1
8249,The paintings the assistant admires,The painting the assistant admires,ML-obj_rel_no_comp_across_inanim_all,1
8250,The paintings the assistant hates,The painting the assistant hates,ML-obj_rel_no_comp_across_inanim_all,1
8251,The paintings the assistant loves,The painting the assistant loves,ML-obj_rel_no_comp_across_inanim_all,1
8252,The paintings the executive likes,The painting the executive likes,ML-obj_rel_no_comp_across_inanim_all,1
8253,The paintings the executive admires,The painting the executive admires,ML-obj_rel_no_comp_across_inanim_all,1
8254,The paintings the executive hates,The painting the executive hates,ML-obj_rel_no_comp_across_inanim_all,1
8255,The paintings the executive loves,The painting the executive loves,ML-obj_rel_no_comp_across_inanim_all,1
8256,The paintings the parent likes,The painting the parent likes,ML-obj_rel_no_comp_across_inanim_all,1
8257,The paintings the parent admires,The painting the parent admires,ML-obj_rel_no_comp_across_inanim_all,1
8258,The paintings the parent hates,The painting the parent hates,ML-obj_rel_no_comp_across_inanim_all,1
8259,The paintings the parent loves,The painting the parent loves,ML-obj_rel_no_comp_across_inanim_all,1
8260,The novels the guard likes,The novel the guard likes,ML-obj_rel_no_comp_across_inanim_all,1
8261,The novels the guard admires,The novel the guard admires,ML-obj_rel_no_comp_across_inanim_all,1
8262,The novels the guard hates,The novel the guard hates,ML-obj_rel_no_comp_across_inanim_all,1
8263,The novels the guard loves,The novel the guard loves,ML-obj_rel_no_comp_across_inanim_all,1
8264,The novels the chef likes,The novel the chef likes,ML-obj_rel_no_comp_across_inanim_all,1
8265,The novels the chef admires,The novel the chef admires,ML-obj_rel_no_comp_across_inanim_all,1
8266,The novels the chef hates,The novel the chef hates,ML-obj_rel_no_comp_across_inanim_all,1
8267,The novels the chef loves,The novel the chef loves,ML-obj_rel_no_comp_across_inanim_all,1
8268,The novels the architect likes,The novel the architect likes,ML-obj_rel_no_comp_across_inanim_all,1
8269,The novels the architect admires,The novel the architect admires,ML-obj_rel_no_comp_across_inanim_all,1
8270,The novels the architect hates,The novel the architect hates,ML-obj_rel_no_comp_across_inanim_all,1
8271,The novels the architect loves,The novel the architect loves,ML-obj_rel_no_comp_across_inanim_all,1
8272,The novels the skater likes,The novel the skater likes,ML-obj_rel_no_comp_across_inanim_all,1
8273,The novels the skater admires,The novel the skater admires,ML-obj_rel_no_comp_across_inanim_all,1
8274,The novels the skater hates,The novel the skater hates,ML-obj_rel_no_comp_across_inanim_all,1
8275,The novels the skater loves,The novel the skater loves,ML-obj_rel_no_comp_across_inanim_all,1
8276,The novels the dancer likes,The novel the dancer likes,ML-obj_rel_no_comp_across_inanim_all,1
8277,The novels the dancer admires,The novel the dancer admires,ML-obj_rel_no_comp_across_inanim_all,1
8278,The novels the dancer hates,The novel the dancer hates,ML-obj_rel_no_comp_across_inanim_all,1
8279,The novels the dancer loves,The novel the dancer loves,ML-obj_rel_no_comp_across_inanim_all,1
8280,The novels the minister likes,The novel the minister likes,ML-obj_rel_no_comp_across_inanim_all,1
8281,The novels the minister admires,The novel the minister admires,ML-obj_rel_no_comp_across_inanim_all,1
8282,The novels the minister hates,The novel the minister hates,ML-obj_rel_no_comp_across_inanim_all,1
8283,The novels the minister loves,The novel the minister loves,ML-obj_rel_no_comp_across_inanim_all,1
8284,The novels the taxi driver likes,The novel the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,1
8285,The novels the taxi driver admires,The novel the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,1
8286,The novels the taxi driver hates,The novel the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,1
8287,The novels the taxi driver loves,The novel the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,1
8288,The novels the assistant likes,The novel the assistant likes,ML-obj_rel_no_comp_across_inanim_all,1
8289,The novels the assistant admires,The novel the assistant admires,ML-obj_rel_no_comp_across_inanim_all,1
8290,The novels the assistant hates,The novel the assistant hates,ML-obj_rel_no_comp_across_inanim_all,1
