,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
851,"When Samuel and Richard got a basketball at the office, Richard decided to give it to","When Samuel and Richard got a basketball at the office, Amber decided to give it to","When Samuel and Richard got a basketball at the office, Samuel decided to give it to",20628,7727
370,"Then, Aaron and Mark were working at the store. Mark decided to give a computer to","Then, Aaron and Mark were working at the store. William decided to give a computer to","Then, Aaron and Mark were working at the store. Aaron decided to give a computer to",22234,4744
8,"Then, Christine and Timothy were thinking about going to the garden. Timothy wanted to give a snack to","Then, Christine and Timothy were thinking about going to the garden. Sarah wanted to give a snack to","Then, Christine and Timothy were thinking about going to the garden. Christine wanted to give a snack to",36449,32905
887,"Then, John and Angela had a lot of fun at the station. John gave a ring to","Then, John and Angela had a lot of fun at the station. Thomas gave a ring to","Then, John and Angela had a lot of fun at the station. Angela gave a ring to",29804,2516
148,"Then, Jeremy and Nicole were working at the school. Nicole decided to give a snack to","Then, Jeremy and Nicole were working at the school. Cody decided to give a snack to","Then, Jeremy and Nicole were working at the school. Jeremy decided to give a snack to",25413,37930
40,"Then, Jesse and Amy went to the office. Amy gave a kiss to","Then, Jesse and Amy went to the office. Matthew gave a kiss to","Then, Jesse and Amy went to the office. Jesse gave a kiss to",31472,22138
10,"After Allison and Tyler went to the school, Tyler gave a kiss to","After Allison and Tyler went to the school, Lindsay gave a kiss to","After Allison and Tyler went to the school, Allison gave a kiss to",45664,26953
724,"Then, Lisa and Allison were working at the office. Allison decided to give a ring to","Then, Lisa and Allison were working at the office. Christina decided to give a ring to","Then, Lisa and Allison were working at the office. Lisa decided to give a ring to",22707,45664
108,"Then, Jason and Christine went to the house. Jason gave a ring to","Then, Jason and Christine went to the house. Jennifer gave a ring to","Then, Jason and Christine went to the house. Christine gave a ring to",36449,16553
993,"Then, Crystal and Samuel were thinking about going to the restaurant. Crystal wanted to give a necklace to","Then, Crystal and Samuel were thinking about going to the restaurant. Tyler wanted to give a necklace to","Then, Crystal and Samuel were thinking about going to the restaurant. Samuel wanted to give a necklace to",20628,29509
658,"When Eric and Tyler got a computer at the hospital, Eric decided to give it to","When Eric and Tyler got a computer at the hospital, Katie decided to give it to","When Eric and Tyler got a computer at the hospital, Tyler decided to give it to",26953,12284
583,"Then, Emily and Samuel went to the office. Emily gave a ring to","Then, Emily and Samuel went to the office. Jennifer gave a ring to","Then, Emily and Samuel went to the office. Samuel gave a ring to",20628,24504
429,"Then, Joshua and Amber were thinking about going to the office. Joshua wanted to give a kiss to","Then, Joshua and Amber were thinking about going to the office. Megan wanted to give a kiss to","Then, Joshua and Amber were thinking about going to the office. Amber wanted to give a kiss to",41131,29092
256,"After Justin and Brandon went to the office, Brandon gave a bone to","After Justin and Brandon went to the office, Tyler gave a bone to","After Justin and Brandon went to the office, Justin gave a bone to",20839,29040
731,"After Rachel and Mark went to the hospital, Mark gave a drink to","After Rachel and Mark went to the hospital, Cody gave a drink to","After Rachel and Mark went to the hospital, Rachel gave a drink to",22739,4744
501,"After Kevin and Lauren went to the restaurant, Kevin gave a ring to","After Kevin and Lauren went to the restaurant, Paul gave a ring to","After Kevin and Lauren went to the restaurant, Lauren gave a ring to",33821,15273
372,"When Gregory and Heather got a ring at the hospital, Gregory decided to give it to","When Gregory and Heather got a ring at the hospital, Jason decided to give it to","When Gregory and Heather got a ring at the hospital, Heather decided to give it to",37083,28991
982,"Then, Travis and Alexander were thinking about going to the restaurant. Travis wanted to give a ring to","Then, Travis and Alexander were thinking about going to the restaurant. Adam wanted to give a ring to","Then, Travis and Alexander were thinking about going to the restaurant. Alexander wanted to give a ring to",13651,35382
739,"Then, Katherine and Nicole had a long argument, and afterwards Nicole said to","Then, Katherine and Nicole had a long argument, and afterwards Justin said to","Then, Katherine and Nicole had a long argument, and afterwards Katherine said to",37497,37930
969,"When Jennifer and Elizabeth got a drink at the office, Jennifer decided to give it to","When Jennifer and Elizabeth got a drink at the office, Ryan decided to give it to","When Jennifer and Elizabeth got a drink at the office, Elizabeth decided to give it to",12694,26355
831,"Then, Lindsey and Cody were working at the school. Lindsey decided to give a kiss to","Then, Lindsey and Cody were working at the school. Jesse decided to give a kiss to","Then, Lindsey and Cody were working at the school. Cody decided to give a kiss to",48545,50178
379,"Then, Rachel and Bryan had a long argument, and afterwards Bryan said to","Then, Rachel and Bryan had a long argument, and afterwards Alexander said to","Then, Rachel and Bryan had a long argument, and afterwards Rachel said to",22739,30397
520,"When Andrea and Daniel got a snack at the garden, Daniel decided to give it to","When Andrea and Daniel got a snack at the garden, Rebecca decided to give it to","When Andrea and Daniel got a snack at the garden, Andrea decided to give it to",35944,10213
623,"After Amy and Andrew went to the hospital, Andrew gave a necklace to","After Amy and Andrew went to the hospital, Jeremy gave a necklace to","After Amy and Andrew went to the hospital, Amy gave a necklace to",22138,11116
371,"Then, Melissa and Joseph were working at the school. Joseph decided to give a drink to","Then, Melissa and Joseph were working at the school. John decided to give a drink to","Then, Melissa and Joseph were working at the school. Melissa decided to give a drink to",38994,10092
504,"When Paul and Stephen got a drink at the store, Paul decided to give it to","When Paul and Stephen got a drink at the store, Christopher decided to give it to","When Paul and Stephen got a drink at the store, Stephen decided to give it to",12167,5171
458,"Then, Jason and Stephen were working at the house. Jason decided to give a drink to","Then, Jason and Stephen were working at the house. Daniel decided to give a drink to","Then, Jason and Stephen were working at the house. Stephen decided to give a drink to",12167,16553
652,"Then, Bryan and Heather went to the school. Heather gave a computer to","Then, Bryan and Heather went to the school. Christina gave a computer to","Then, Bryan and Heather went to the school. Bryan gave a computer to",30397,37083
782,"Then, Aaron and Kevin were thinking about going to the store. Kevin wanted to give a snack to","Then, Aaron and Kevin were thinking about going to the store. Joseph wanted to give a snack to","Then, Aaron and Kevin were thinking about going to the store. Aaron wanted to give a snack to",22234,15273
36,"When Steven and Christopher got a computer at the station, Christopher decided to give it to","When Steven and Christopher got a computer at the station, Sara decided to give it to","When Steven and Christopher got a computer at the station, Steven decided to give it to",19436,19717
647,"Then, Brian and Adam went to the store. Brian gave a necklace to","Then, Brian and Adam went to the store. Brandon gave a necklace to","Then, Brian and Adam went to the store. Adam gave a necklace to",13187,14468
966,"Then, Kenneth and Benjamin were thinking about going to the school. Benjamin wanted to give a necklace to","Then, Kenneth and Benjamin were thinking about going to the school. Justin wanted to give a necklace to","Then, Kenneth and Benjamin were thinking about going to the school. Kenneth wanted to give a necklace to",31270,19046
106,"Then, Elizabeth and Joshua had a long argument, and afterwards Joshua said to","Then, Elizabeth and Joshua had a long argument, and afterwards Jose said to","Then, Elizabeth and Joshua had a long argument, and afterwards Elizabeth said to",12694,29092
90,"When Jessica and Joseph got a kiss at the office, Jessica decided to give it to","When Jessica and Joseph got a kiss at the office, Mark decided to give it to","When Jessica and Joseph got a kiss at the office, Joseph decided to give it to",10092,29489
80,"Then, Cody and Alexander were thinking about going to the house. Cody wanted to give a necklace to","Then, Cody and Alexander were thinking about going to the house. Michelle wanted to give a necklace to","Then, Cody and Alexander were thinking about going to the house. Alexander wanted to give a necklace to",13651,48545
931,"Then, Angela and Andrea were working at the hospital. Andrea decided to give a drink to","Then, Angela and Andrea were working at the hospital. Lisa decided to give a drink to","Then, Angela and Andrea were working at the hospital. Angela decided to give a drink to",29804,35944
339,"Then, David and Scott went to the house. David gave a kiss to","Then, David and Scott went to the house. Michael gave a kiss to","Then, David and Scott went to the house. Scott gave a kiss to",7493,5119
19,"Then, Justin and Lisa were thinking about going to the school. Lisa wanted to give a computer to","Then, Justin and Lisa were thinking about going to the school. Steven wanted to give a computer to","Then, Justin and Lisa were thinking about going to the school. Justin wanted to give a computer to",20839,22707
688,"After Aaron and Paul went to the restaurant, Paul gave a ring to","After Aaron and Paul went to the restaurant, Adam gave a ring to","After Aaron and Paul went to the restaurant, Aaron gave a ring to",22234,5171
814,"When Tyler and David got a drink at the station, David decided to give it to","When Tyler and David got a drink at the station, John decided to give it to","When Tyler and David got a drink at the station, Tyler decided to give it to",26953,5119
129,"After Justin and Jessica went to the school, Jessica gave a necklace to","After Justin and Jessica went to the school, Cody gave a necklace to","After Justin and Jessica went to the school, Justin gave a necklace to",20839,29489
978,"After Nicole and Jamie went to the house, Jamie gave a snack to","After Nicole and Jamie went to the house, Katherine gave a snack to","After Nicole and Jamie went to the house, Nicole gave a snack to",37930,27283
449,"Then, Thomas and Kevin were thinking about going to the store. Thomas wanted to give a ring to","Then, Thomas and Kevin were thinking about going to the store. Katie wanted to give a ring to","Then, Thomas and Kevin were thinking about going to the store. Kevin wanted to give a ring to",15273,7195
987,"Then, Christopher and Katherine were thinking about going to the hospital. Christopher wanted to give a basketball to","Then, Christopher and Katherine were thinking about going to the hospital. Amy wanted to give a basketball to","Then, Christopher and Katherine were thinking about going to the hospital. Katherine wanted to give a basketball to",37497,19717
368,"Then, Jessica and Jose were thinking about going to the hospital. Jessica wanted to give a bone to","Then, Jessica and Jose were thinking about going to the hospital. Daniel wanted to give a bone to","Then, Jessica and Jose were thinking about going to the hospital. Jose wanted to give a bone to",7924,29489
378,"Then, Thomas and Jessica had a lot of fun at the restaurant. Jessica gave a ring to","Then, Thomas and Jessica had a lot of fun at the restaurant. Sara gave a ring to","Then, Thomas and Jessica had a lot of fun at the restaurant. Thomas gave a ring to",7195,29489
998,"Then, Michael and Kelly were thinking about going to the station. Kelly wanted to give a ring to","Then, Michael and Kelly were thinking about going to the station. Jesse wanted to give a ring to","Then, Michael and Kelly were thinking about going to the station. Michael wanted to give a ring to",6277,14943
616,"When Laura and William got a ring at the office, William decided to give it to","When Laura and William got a ring at the office, Michelle decided to give it to","When Laura and William got a ring at the office, Laura decided to give it to",21960,7252
398,"Then, Kelly and Jessica went to the hospital. Jessica gave a basketball to","Then, Kelly and Jessica went to the hospital. Michael gave a basketball to","Then, Kelly and Jessica went to the hospital. Kelly gave a basketball to",14943,29489
177,"Then, Joseph and Mary went to the store. Joseph gave a ring to","Then, Joseph and Mary went to the store. Erin gave a ring to","Then, Joseph and Mary went to the store. Mary gave a ring to",6393,10092
292,"Then, William and Melissa had a long argument, and afterwards Melissa said to","Then, William and Melissa had a long argument, and afterwards Lauren said to","Then, William and Melissa had a long argument, and afterwards William said to",7252,38994
322,"Then, Richard and Bradley were working at the store. Bradley decided to give a bone to","Then, Richard and Bradley were working at the store. John decided to give a bone to","Then, Richard and Bradley were working at the store. Richard decided to give a bone to",7727,27991
219,"Then, Matthew and Cody had a long argument, and afterwards Cody said to","Then, Matthew and Cody had a long argument, and afterwards Travis said to","Then, Matthew and Cody had a long argument, and afterwards Matthew said to",18322,48545
317,"Then, Sean and Emily went to the garden. Sean gave a computer to","Then, Sean and Emily went to the garden. Timothy gave a computer to","Then, Sean and Emily went to the garden. Emily gave a computer to",24504,22723
224,"When James and Thomas got a computer at the store, Thomas decided to give it to","When James and Thomas got a computer at the store, Tyler decided to give it to","When James and Thomas got a computer at the store, James decided to give it to",5490,7195
926,"Then, Bradley and Matthew had a long argument, and afterwards Bradley said to","Then, Bradley and Matthew had a long argument, and afterwards Amber said to","Then, Bradley and Matthew had a long argument, and afterwards Matthew said to",18322,27991
381,"After Christine and Lindsay went to the store, Christine gave a kiss to","After Christine and Lindsay went to the store, Andrea gave a kiss to","After Christine and Lindsay went to the store, Lindsay gave a kiss to",44056,36449
366,"Then, Elizabeth and Nicole had a lot of fun at the school. Elizabeth gave a snack to","Then, Elizabeth and Nicole had a lot of fun at the school. Christina gave a snack to","Then, Elizabeth and Nicole had a lot of fun at the school. Nicole gave a snack to",37930,12694
367,"After Daniel and Kelly went to the restaurant, Daniel gave a drink to","After Daniel and Kelly went to the restaurant, James gave a drink to","After Daniel and Kelly went to the restaurant, Kelly gave a drink to",14943,10213
421,"Then, Jamie and Alexander had a long argument, and afterwards Alexander said to","Then, Jamie and Alexander had a long argument, and afterwards Christine said to","Then, Jamie and Alexander had a long argument, and afterwards Jamie said to",27283,13651
431,"Then, Justin and Kelly were thinking about going to the restaurant. Justin wanted to give a basketball to","Then, Justin and Kelly were thinking about going to the restaurant. Jason wanted to give a basketball to","Then, Justin and Kelly were thinking about going to the restaurant. Kelly wanted to give a basketball to",14943,20839
838,"Then, Charles and Erin were thinking about going to the garden. Erin wanted to give a computer to","Then, Charles and Erin were thinking about going to the garden. Jamie wanted to give a computer to","Then, Charles and Erin were thinking about going to the garden. Charles wanted to give a computer to",8444,46604
890,"When Heather and Adam got a computer at the store, Heather decided to give it to","When Heather and Adam got a computer at the store, Joseph decided to give it to","When Heather and Adam got a computer at the store, Adam decided to give it to",13187,37083
314,"Then, Lisa and Stephen were thinking about going to the office. Lisa wanted to give a kiss to","Then, Lisa and Stephen were thinking about going to the office. Jesse wanted to give a kiss to","Then, Lisa and Stephen were thinking about going to the office. Stephen wanted to give a kiss to",12167,22707
754,"When Kenneth and Allison got a necklace at the house, Kenneth decided to give it to","When Kenneth and Allison got a necklace at the house, Gregory decided to give it to","When Kenneth and Allison got a necklace at the house, Allison decided to give it to",45664,31270
727,"Then, Joseph and Samuel were thinking about going to the office. Joseph wanted to give a bone to","Then, Joseph and Samuel were thinking about going to the office. Paul wanted to give a bone to","Then, Joseph and Samuel were thinking about going to the office. Samuel wanted to give a bone to",20628,10092
465,"After Katie and Travis went to the hospital, Travis gave a basketball to","After Katie and Travis went to the hospital, Tyler gave a basketball to","After Katie and Travis went to the hospital, Katie gave a basketball to",37073,35382
768,"Then, Christine and Jeffrey had a lot of fun at the station. Jeffrey gave a drink to","Then, Christine and Jeffrey had a lot of fun at the station. Amy gave a drink to","Then, Christine and Jeffrey had a lot of fun at the station. Christine gave a drink to",36449,30274
159,"Then, Aaron and Stephanie had a lot of fun at the store. Stephanie gave a snack to","Then, Aaron and Stephanie had a lot of fun at the store. Ryan gave a snack to","Then, Aaron and Stephanie had a lot of fun at the store. Aaron gave a snack to",22234,38150
562,"After Kyle and Bradley went to the restaurant, Kyle gave a necklace to","After Kyle and Bradley went to the restaurant, Scott gave a necklace to","After Kyle and Bradley went to the restaurant, Bradley gave a necklace to",27991,25856
328,"After Michael and Bryan went to the office, Bryan gave a snack to","After Michael and Bryan went to the office, Heather gave a snack to","After Michael and Bryan went to the office, Michael gave a snack to",6277,30397
457,"Then, Jamie and Christina had a lot of fun at the house. Jamie gave a necklace to","Then, Jamie and Christina had a lot of fun at the house. Justin gave a necklace to","Then, Jamie and Christina had a lot of fun at the house. Christina gave a necklace to",47831,27283
881,"When Jason and Gregory got a kiss at the house, Jason decided to give it to","When Jason and Gregory got a kiss at the house, Nicole decided to give it to","When Jason and Gregory got a kiss at the house, Gregory decided to give it to",28991,16553
168,"Then, Brian and Travis were working at the station. Travis decided to give a necklace to","Then, Brian and Travis were working at the station. Mark decided to give a necklace to","Then, Brian and Travis were working at the station. Brian decided to give a necklace to",14468,35382
152,"When Stephen and James got a necklace at the office, Stephen decided to give it to","When Stephen and James got a necklace at the office, Jesse decided to give it to","When Stephen and James got a necklace at the office, James decided to give it to",5490,12167
763,"After Alexander and Jason went to the office, Jason gave a necklace to","After Alexander and Jason went to the office, Jessica gave a necklace to","After Alexander and Jason went to the office, Alexander gave a necklace to",13651,16553
183,"Then, Robert and Brian had a lot of fun at the restaurant. Brian gave a computer to","Then, Robert and Brian had a lot of fun at the restaurant. Joshua gave a computer to","Then, Robert and Brian had a lot of fun at the restaurant. Robert gave a computer to",6911,14468
547,"Then, Robert and Sean had a lot of fun at the hospital. Robert gave a necklace to","Then, Robert and Sean had a lot of fun at the hospital. Katie gave a necklace to","Then, Robert and Sean had a lot of fun at the hospital. Sean gave a necklace to",22723,6911
715,"Then, Sean and Tyler were thinking about going to the garden. Sean wanted to give a necklace to","Then, Sean and Tyler were thinking about going to the garden. Lisa wanted to give a necklace to","Then, Sean and Tyler were thinking about going to the garden. Tyler wanted to give a necklace to",26953,22723
675,"Then, Steven and Jesse were thinking about going to the restaurant. Jesse wanted to give a bone to","Then, Steven and Jesse were thinking about going to the restaurant. Scott wanted to give a bone to","Then, Steven and Jesse were thinking about going to the restaurant. Steven wanted to give a bone to",19436,31472
972,"After Kyle and Elizabeth went to the office, Elizabeth gave a necklace to","After Kyle and Elizabeth went to the office, Christina gave a necklace to","After Kyle and Elizabeth went to the office, Kyle gave a necklace to",25856,12694
433,"Then, Joshua and Shannon went to the house. Joshua gave a basketball to","Then, Joshua and Shannon went to the house. Bryan gave a basketball to","Then, Joshua and Shannon went to the house. Shannon gave a basketball to",35175,29092
585,"Then, Amber and David were working at the station. David decided to give a ring to","Then, Amber and David were working at the station. Michael decided to give a ring to","Then, Amber and David were working at the station. Amber decided to give a ring to",41131,5119
902,"When Samuel and Tyler got a drink at the school, Tyler decided to give it to","When Samuel and Tyler got a drink at the school, Jonathan decided to give it to","When Samuel and Tyler got a drink at the school, Samuel decided to give it to",20628,26953
165,"When Nicholas and Nathan got a ring at the office, Nathan decided to give it to","When Nicholas and Nathan got a ring at the office, Stephen decided to give it to","When Nicholas and Nathan got a ring at the office, Nicholas decided to give it to",26876,23662
349,"After Bryan and Allison went to the school, Bryan gave a drink to","After Bryan and Allison went to the school, Lauren gave a drink to","After Bryan and Allison went to the school, Allison gave a drink to",45664,30397
604,"Then, Scott and Gregory had a lot of fun at the house. Gregory gave a ring to","Then, Scott and Gregory had a lot of fun at the house. John gave a ring to","Then, Scott and Gregory had a lot of fun at the house. Scott gave a ring to",7493,28991
97,"Then, Heather and Steven were thinking about going to the station. Heather wanted to give a snack to","Then, Heather and Steven were thinking about going to the station. Patrick wanted to give a snack to","Then, Heather and Steven were thinking about going to the station. Steven wanted to give a snack to",19436,37083
919,"Then, Shannon and Crystal had a long argument, and afterwards Shannon said to","Then, Shannon and Crystal had a long argument, and afterwards Emily said to","Then, Shannon and Crystal had a long argument, and afterwards Crystal said to",29509,35175
868,"When Jeremy and Anthony got a bone at the house, Anthony decided to give it to","When Jeremy and Anthony got a bone at the house, Christine decided to give it to","When Jeremy and Anthony got a bone at the house, Jeremy decided to give it to",25413,16358
64,"Then, Andrea and Adam had a long argument, and afterwards Andrea said to","Then, Andrea and Adam had a long argument, and afterwards Lindsay said to","Then, Andrea and Adam had a long argument, and afterwards Adam said to",13187,35944
586,"Then, Robert and Travis had a lot of fun at the station. Robert gave a computer to","Then, Robert and Travis had a lot of fun at the station. Aaron gave a computer to","Then, Robert and Travis had a lot of fun at the station. Travis gave a computer to",35382,6911
703,"Then, Justin and Anthony were working at the station. Anthony decided to give a bone to","Then, Justin and Anthony were working at the station. Aaron decided to give a bone to","Then, Justin and Anthony were working at the station. Justin decided to give a bone to",20839,16358
327,"Then, Megan and Gregory went to the station. Gregory gave a computer to","Then, Megan and Gregory went to the station. Alexander gave a computer to","Then, Megan and Gregory went to the station. Megan gave a computer to",45867,28991
435,"Then, Scott and Lauren had a lot of fun at the office. Scott gave a kiss to","Then, Scott and Lauren had a lot of fun at the office. Nathan gave a kiss to","Then, Scott and Lauren had a lot of fun at the office. Lauren gave a kiss to",33821,7493
578,"Then, Crystal and Erin went to the school. Crystal gave a snack to","Then, Crystal and Erin went to the school. Kyle gave a snack to","Then, Crystal and Erin went to the school. Erin gave a snack to",46604,29509
879,"When Jeremy and Kenneth got a computer at the school, Jeremy decided to give it to","When Jeremy and Kenneth got a computer at the school, Lindsay decided to give it to","When Jeremy and Kenneth got a computer at the school, Kenneth decided to give it to",31270,25413
572,"Then, Justin and Anthony had a long argument, and afterwards Anthony said to","Then, Justin and Anthony had a long argument, and afterwards Jeremy said to","Then, Justin and Anthony had a long argument, and afterwards Justin said to",20839,16358
740,"After Nicole and Lisa went to the office, Nicole gave a bone to","After Nicole and Lisa went to the office, Mark gave a bone to","After Nicole and Lisa went to the office, Lisa gave a bone to",22707,37930
81,"Then, Mary and Michelle were thinking about going to the garden. Mary wanted to give a computer to","Then, Mary and Michelle were thinking about going to the garden. Mark wanted to give a computer to","Then, Mary and Michelle were thinking about going to the garden. Michelle wanted to give a computer to",28331,6393
690,"Then, James and Paul had a long argument, and afterwards Paul said to","Then, James and Paul had a long argument, and afterwards Amy said to","Then, James and Paul had a long argument, and afterwards James said to",5490,5171
436,"Then, Jason and Timothy went to the station. Jason gave a necklace to","Then, Jason and Timothy went to the station. Brian gave a necklace to","Then, Jason and Timothy went to the station. Timothy gave a necklace to",32905,16553
883,"Then, Justin and Eric had a long argument, and afterwards Justin said to","Then, Justin and Eric had a long argument, and afterwards Nicole said to","Then, Justin and Eric had a long argument, and afterwards Eric said to",12284,20839
428,"Then, Eric and Rebecca had a lot of fun at the restaurant. Eric gave a snack to","Then, Eric and Rebecca had a lot of fun at the restaurant. Richard gave a snack to","Then, Eric and Rebecca had a lot of fun at the restaurant. Rebecca gave a snack to",31959,12284
414,"Then, Jesse and Amanda had a long argument, and afterwards Amanda said to","Then, Jesse and Amanda had a long argument, and afterwards Andrew said to","Then, Jesse and Amanda had a long argument, and afterwards Jesse said to",31472,33811
409,"Then, Jeffrey and Sara had a long argument, and afterwards Sara said to","Then, Jeffrey and Sara had a long argument, and afterwards Elizabeth said to","Then, Jeffrey and Sara had a long argument, and afterwards Jeffrey said to",30274,31336
390,"Then, Samuel and Richard went to the hospital. Richard gave a computer to","Then, Samuel and Richard went to the hospital. Elizabeth gave a computer to","Then, Samuel and Richard went to the hospital. Samuel gave a computer to",20628,7727
259,"After Andrea and Melissa went to the hospital, Andrea gave a basketball to","After Andrea and Melissa went to the hospital, David gave a basketball to","After Andrea and Melissa went to the hospital, Melissa gave a basketball to",38994,35944
32,"Then, Kenneth and Rebecca were thinking about going to the house. Kenneth wanted to give a necklace to","Then, Kenneth and Rebecca were thinking about going to the house. Amy wanted to give a necklace to","Then, Kenneth and Rebecca were thinking about going to the house. Rebecca wanted to give a necklace to",31959,31270
938,"After Scott and Christine went to the store, Christine gave a necklace to","After Scott and Christine went to the store, Shannon gave a necklace to","After Scott and Christine went to the store, Scott gave a necklace to",7493,36449
920,"Then, Daniel and Allison had a long argument, and afterwards Daniel said to","Then, Daniel and Allison had a long argument, and afterwards Nathan said to","Then, Daniel and Allison had a long argument, and afterwards Allison said to",45664,10213
438,"When Jose and Justin got a bone at the hospital, Justin decided to give it to","When Jose and Justin got a bone at the hospital, Daniel decided to give it to","When Jose and Justin got a bone at the hospital, Jose decided to give it to",7924,20839
75,"Then, Kelly and Melissa were thinking about going to the station. Kelly wanted to give a computer to","Then, Kelly and Melissa were thinking about going to the station. Nicole wanted to give a computer to","Then, Kelly and Melissa were thinking about going to the station. Melissa wanted to give a computer to",38994,14943
407,"After Matthew and Jesse went to the office, Matthew gave a ring to","After Matthew and Jesse went to the office, Kyle gave a ring to","After Matthew and Jesse went to the office, Jesse gave a ring to",31472,18322
870,"After Stephanie and Nathan went to the office, Nathan gave a snack to","After Stephanie and Nathan went to the office, Kyle gave a snack to","After Stephanie and Nathan went to the office, Stephanie gave a snack to",38150,23662
208,"Then, David and Cody were thinking about going to the house. Cody wanted to give a bone to","Then, David and Cody were thinking about going to the house. Jeremy wanted to give a bone to","Then, David and Cody were thinking about going to the house. David wanted to give a bone to",5119,48545
384,"When Elizabeth and David got a drink at the hospital, David decided to give it to","When Elizabeth and David got a drink at the hospital, Gregory decided to give it to","When Elizabeth and David got a drink at the hospital, Elizabeth decided to give it to",12694,5119
329,"Then, Shannon and Melissa went to the office. Melissa gave a basketball to","Then, Shannon and Melissa went to the office. Erin gave a basketball to","Then, Shannon and Melissa went to the office. Shannon gave a basketball to",35175,38994
424,"Then, Jamie and Lisa were working at the house. Jamie decided to give a basketball to","Then, Jamie and Lisa were working at the house. Katherine decided to give a basketball to","Then, Jamie and Lisa were working at the house. Lisa decided to give a basketball to",22707,27283
350,"Then, Samuel and Elizabeth had a lot of fun at the school. Elizabeth gave a kiss to","Then, Samuel and Elizabeth had a lot of fun at the school. Mary gave a kiss to","Then, Samuel and Elizabeth had a lot of fun at the school. Samuel gave a kiss to",20628,12694
166,"After Tyler and Benjamin went to the office, Tyler gave a snack to","After Tyler and Benjamin went to the office, Paul gave a snack to","After Tyler and Benjamin went to the office, Benjamin gave a snack to",19046,26953
732,"When Angela and Amber got a bone at the station, Angela decided to give it to","When Angela and Amber got a bone at the station, Sean decided to give it to","When Angela and Amber got a bone at the station, Amber decided to give it to",41131,29804
651,"Then, Jeffrey and Nathan had a lot of fun at the restaurant. Jeffrey gave a basketball to","Then, Jeffrey and Nathan had a lot of fun at the restaurant. Stephanie gave a basketball to","Then, Jeffrey and Nathan had a lot of fun at the restaurant. Nathan gave a basketball to",23662,30274
485,"When David and Megan got a ring at the hospital, Megan decided to give it to","When David and Megan got a ring at the hospital, Lisa decided to give it to","When David and Megan got a ring at the hospital, David decided to give it to",5119,45867
306,"When Justin and Jamie got a ring at the office, Jamie decided to give it to","When Justin and Jamie got a ring at the office, Michelle decided to give it to","When Justin and Jamie got a ring at the office, Justin decided to give it to",20839,27283
957,"After Ashley and Andrea went to the hospital, Andrea gave a basketball to","After Ashley and Andrea went to the hospital, Daniel gave a basketball to","After Ashley and Andrea went to the hospital, Ashley gave a basketball to",33747,35944
659,"Then, Stephen and Mary had a lot of fun at the restaurant. Stephen gave a ring to","Then, Stephen and Mary had a lot of fun at the restaurant. Brandon gave a ring to","Then, Stephen and Mary had a lot of fun at the restaurant. Mary gave a ring to",6393,12167
399,"Then, Thomas and Patrick went to the hospital. Patrick gave a snack to","Then, Thomas and Patrick went to the hospital. Travis gave a snack to","Then, Thomas and Patrick went to the hospital. Thomas gave a snack to",7195,15435
385,"Then, Benjamin and Scott had a long argument, and afterwards Benjamin said to","Then, Benjamin and Scott had a long argument, and afterwards Lindsay said to","Then, Benjamin and Scott had a long argument, and afterwards Scott said to",7493,19046
963,"After Jonathan and Anthony went to the office, Jonathan gave a snack to","After Jonathan and Anthony went to the office, Lauren gave a snack to","After Jonathan and Anthony went to the office, Anthony gave a snack to",16358,18985
336,"When Katherine and Bryan got a computer at the school, Katherine decided to give it to","When Katherine and Bryan got a computer at the school, Steven decided to give it to","When Katherine and Bryan got a computer at the school, Bryan decided to give it to",30397,37497
460,"When Christopher and Jeffrey got a kiss at the house, Jeffrey decided to give it to","When Christopher and Jeffrey got a kiss at the house, Bradley decided to give it to","When Christopher and Jeffrey got a kiss at the house, Christopher decided to give it to",19717,30274
953,"When Lindsay and David got a bone at the house, Lindsay decided to give it to","When Lindsay and David got a bone at the house, Laura decided to give it to","When Lindsay and David got a bone at the house, David decided to give it to",5119,44056
756,"Then, Christine and Kyle were working at the office. Kyle decided to give a computer to","Then, Christine and Kyle were working at the office. Joshua decided to give a computer to","Then, Christine and Kyle were working at the office. Christine decided to give a computer to",36449,25856
999,"Then, Robert and Andrea had a lot of fun at the school. Robert gave a snack to","Then, Robert and Andrea had a lot of fun at the school. Daniel gave a snack to","Then, Robert and Andrea had a lot of fun at the school. Andrea gave a snack to",35944,6911
662,"Then, Lindsey and Charles had a lot of fun at the store. Charles gave a basketball to","Then, Lindsey and Charles had a lot of fun at the store. Joshua gave a basketball to","Then, Lindsey and Charles had a lot of fun at the store. Lindsey gave a basketball to",50178,8444
253,"After Katie and Emily went to the office, Katie gave a snack to","After Katie and Emily went to the office, Amber gave a snack to","After Katie and Emily went to the office, Emily gave a snack to",24504,37073
266,"Then, Angela and Richard were working at the office. Richard decided to give a kiss to","Then, Angela and Richard were working at the office. Lindsey decided to give a kiss to","Then, Angela and Richard were working at the office. Angela decided to give a kiss to",29804,7727
99,"Then, Matthew and Amanda were working at the house. Amanda decided to give a ring to","Then, Matthew and Amanda were working at the house. Anthony decided to give a ring to","Then, Matthew and Amanda were working at the house. Matthew decided to give a ring to",18322,33811
988,"When James and Elizabeth got a computer at the restaurant, Elizabeth decided to give it to","When James and Elizabeth got a computer at the restaurant, Anthony decided to give it to","When James and Elizabeth got a computer at the restaurant, James decided to give it to",5490,12694
